Service name,Service type,Sub-type,Address line 1,Address line 2,Town,Postcode,Local authority,Phone,Email,Registered places,Operator (Provider),Operator's total sites,Company number,CIW approved services (provider),Responsible individual,Registered manager,Operating language,Provider registered,CIW service URN,Latitude,Longitude
Ty Dol,Care Home Service,Adults Without Nursing,Ty Dol,Brighton Road,Gorseinon,SA4 4BN,Swansea,08000461452,simon.dumagnee@achievetogether.co.uk,12,Achieve together Ltd,17,03153442,11,rachael Hawkins,,English,2019-01-17,SIN-00013066-KGWF,51.671093,-4.039575
Ty Fach,Care Home Service,Adults Without Nursing,1 Heol Fach,Llangyfelach,Swansea,SA5 7JH,Swansea,01269613281,info@tygofal.co.uk,2,Ty Gofal LTD,3,11059170,1,Mark Davies,,English,2018-07-11,SIN-00012279-XCYY,51.674075,-3.955793
Ty Maes Rhos,Care Home Service,Adults Without Nursing,Ty Maes Rhos A Heathfield,91 Heathfield,S,SA1 6EL,Swansea,01792680195,manager.tymaesrhos@accomplish-group.co.uk,9,Accomplish group ltd,45,02147328,3,Cerys Jones,,English,2018-07-25,SIN-00016037-YLSH,51.621763,-3.952154
Woodlands,Care Home Service,Adults Without Nursing,The Woodlands,Cadle Mill,Swansea,SA5 4PA,Swansea,01792588122,woodlands@astoncarehomes.co.uk,9,Aston Care Ltd,3,05742729,1,Martin Clayton,,,2018-11-06,SIN-00009406-VBWC,51.656583,-3.991168
A1 Care Services trading as Ty Ceirios Nursing Home,Care Home Service,Adults With Nursing,A1 Care Services Ltd,Ty Ceiros Nursing Home,Pontypool,NP4 6TJ,Torfaen,01495 752358,info@tyceiros.com,44,A1 Care Services Ltd,1,04120909,1,Elizabeth Healey,,English,2019-03-29,SIN-00010956-CKXL,51.714155,-3.062444
Brynheulog Bungalow,Care Home Service,Adults Without Nursing,Brynheulog,Wesley Close,Cwmbran,NP44 3ND,Torfaen,01633483822,brynheulogenable@btinternet.com,3,Enable Care Services (South Wales) Ltd,3,04376294,2,Alison Cooling,,English,2018-07-31,SIN-00008935-CTVR,51.646972,-3.027934
Leadon Court Nursing Home,Care Home Service,Adults With Nursing,Leadon Court Nursing Home,Leadon Court,Cwmbran,NP44 5TZ,Torfaen,01633877492,leadoncourt@summerhillgroup.co.uk,34,Clearwater Care (Leadon Court) Limited,1,05084368,1,David Baines,,English,2018-12-31,SIN-00009709-KXTG,51.656907,-3.050306
Llantarnam Lodge,Care Home Service,Adults With Nursing,Llantarnam Lodge Care Home,Pentre Lane,Cwmbran,NP44 3AP,Torfaen,01633484337,care@llantarnamlodge.co.uk,30,Llantarnam Care Limited,1,07753817,1,Rita Patel,,English,2019-04-15,SIN-00009509-XLVB,51.625619,-3.012224
Mayflower Care Home,Care Home Service,Adults Without Nursing,Mayflower Residential Home,Pentre Lane,Cwmbran,NP44 3AP,Torfaen,01633483537,mayflower@newportcarehomes.com,22,The fields nursing home ltd,2,02102874,2,Maxine Pell,,English,2018-08-08,SIN-00009193-NJXG,51.625619,-3.012224
Regency House Residential Home,Care Home Service,Adults Without Nursing,Regency House Residential Home,Parkes Lane Tranch,Pontypool,NP4 6BA,Torfaen,01495763597,enquiries@regencyhousecarehome.com,52,Regency House Residential Home Ltd,1,04395431,1,Cerion Thomas,,English,2019-01-25,SIN-00008710-MFGJ,51.699919,-3.05379
Rowan House Care Home,Care Home Service,Adults With Nursing,Commercial Street,Griffithstown,Pontypool,NP4 5JE,Torfaen,01495756861,rowan@summerhillgroup.co.uk,38,FC Summerhill NH LTD,1,05044268,1,Mark Peniuk,,English,2018-12-28,SIN-00010576-RLSD,51.686871,-3.024468
The Firs,Care Home Service,Adults Without Nursing,The Firs,Newport Road,Cwmbran,NP44 3EU,Torfaen,01633877556,thefirsenable@btinternet.com,6,Enable Care Services (South Wales) Ltd,3,04376294,1,Alison Cooling,,English,2018-07-31,SIN-00008934-FYJT,51.635803,-3.00212
Thistle Court Nursing Home,Care Home Service,Adults With Nursing,Thistle Court Nursing Home,Thistle Court Ty Canol,Cwmbran,NP44 6JD,Torfaen,01633 877572,info@thistlecourtcarehome.com,37,Thistle Court Ops Ltd.,1,12138325,1,Tracey Greenwood,,English,2019-10-28,SIN-00011390-TLDX,51.644954,-3.058759
90 Windsor Road,Care Home Service,Adults Without Nursing,90 Windsor Road,,Penarth,CF64 1JL,Vale of Glamorgan,02920394410,Sue.LACEY@iriscaregroup.co.uk,4,Ocean Community Services Limited,17,05412018,3,Naima Khalid,,English,2018-08-07,SIN-00013482-PKJM,51.440003,-3.179217
Bay View Lodge,Care Home Service,Adults Without Nursing,Bay View Lodge,26 Porthkerry Road,Barry,CF62 3HD,Vale of Glamorgan,02921 684791,manager.bayviewlodge@accomplish-group.co.uk,7,Accomplish group ltd,45,02147328,6,Lisa Bourne,,English,2018-07-25,SIN-00014573-VQDH,51.390755,-3.341972
Bluebell House,Care Home Service,Adults Without Nursing,228 Barry Road,,Barry,CF62 9BH,Vale of Glamorgan,01446742281,sian@ahcare.co.uk,3,Amethyst Healthcare Ltd,5,06132655,5,Helen Randall,,English,2019-04-09,SIN-00008925-WHYV,51.411242,-3.270805
Cartref Porthceri,Care Home Service,Adults Without Nursing,Cartref Porthceri,91 Salisbury Road,Barry,CF62 6PU,Vale of Glamorgan,01446739438,cartrefporthceri@valeofglamorgan.gov.uk,30,Vale of Glamorgan Council Adults and Children's Services,6,,2,Marijke Jenkins,,English,2018-11-15,SIN-00009145-GPCK,51.401611,-3.290522
Celynbrook Care Home,Care Home Service,Adults Without Nursing,21 Ash Grove,,Barry,CF63 1LS,Vale of Glamorgan,01446738999,valebrookcarehomes@hotmail.com,5,Valebrook Care Homes Ltd,4,05556806,4,Ashley Moore,,English,2018-08-16,SIN-00009025-QTJX,51.417486,-3.249537
Dan-y-Bryn Care Home,Care Home Service,Adults Without Nursing,2 Collard Crescent,,Barry,CF62 9AN,Vale of Glamorgan,01446406204,n777kyf@icloud.com,4,Vale Phoenix Ltd,1,04598419,1,Nicola THOMAS,,English,2019-05-20,SIN-00010572-VJRF,51.415136,-3.26995
Garnllwyd Barns,Care Home Service,Adults Without Nursing,Garnllwyd,,Barry,CF62 3AT,Vale of Glamorgan,01550760428,huwsparkes@elidyrct.ac.uk,5,Elidyr Communities Trust,3,01215997,1,Huw Sparkes,,English,2019-05-10,SIN-00014338-CNCR,51.432308,-3.359892
Hazelhurst Nursing Home,Care Home Service,Adults With Nursing,Sully Road,,Penarth,CF64 2TP,Vale of Glamorgan,02920704808,info@broadwaycare.co.uk,41,HAZELHURST NURSING HOME (PENARTH) LTD,1,07575034,1,Santokh Bamrah,,English,2018-10-23,SIN-00009446-XYQJ,51.437161,-3.197905
Kingsland House Care Home,Care Home Service,Adults Without Nursing,69 Kingsland Crescent,,Barry,CF63 4JS,Vale of Glamorgan,01446627191,admin@forwardwalesltd.co.uk,5,Forward (Wales) Ltd,1,05520429,1,Marc Evans,,,2018-10-10,SIN-00009563-VPMS,51.405014,-3.265429
Orchard House Residential Care Home,Care Home Service,Adults Without Nursing,Orchard House Residential Home,3-7,Barry,CF62 8HJ,Vale of Glamorgan,01446720876,natgbsn@yahoo.co.uk,40,Northcote Developments Ltd,1,00830298,1,Hugh Gibson,,English,2018-11-23,SIN-00009678-NRQC,51.408946,-3.282604
Rhosbrook Care Home,Care Home Service,Adults Without Nursing,44 Kenilworth Road,,Barry,CF63 2HB,Vale of Glamorgan,01446722453,valebrookcarehomes@hotmail.com,4,Valebrook Care Homes Ltd,4,05556806,1,Ashley Moore,,English,2018-08-16,SIN-00010326-XCFC,51.412946,-3.255309
Serenbrook Care Home,Care Home Service,Adults Without Nursing,30 Coldbrook Road East,,Barry,CF63 1NG,Vale of Glamorgan,01446721906,valebrookcarehomes@hotmail.com,3,Valebrook Care Homes Ltd,4,05556806,3,Ashley Moore,,English,2018-08-16,SIN-00009024-VVCG,51.418102,-3.247497
Southway Residential Home,Care Home Service,Adults Without Nursing,Southway Residential Home,Town Mill Road,Cowbridge,CF71 7BE,Vale of Glamorgan,01446772265,southwayresidential@valeofglamorgan.gov.uk,30,Vale of Glamorgan Council Adults and Children's Services,6,,1,Marijke Jenkins,,English,2018-11-15,SIN-00009144-WHTP,51.460341,-3.45255
Ty Dewi Sant,Care Home Service,Adults Without Nursing,Ty Dewi Sant Residential Home,Myrtle Close,Penarth,CF64 3NQ,Vale of Glamorgan,02920709331,tydewisant@valeofglamorgan.gov.uk,33,Vale of Glamorgan Council Adults and Children's Services,6,,4,Marijke Jenkins,,English,2018-11-15,SIN-00009147-QPSY,51.43168,-3.192194
Ty Dyfan,Care Home Service,Adults Without Nursing,Ty Dyfan,St. Brides Way,Barry,CF63 1DU,Vale of Glamorgan,01446736086,tydyfan@valeofglamorgan.gov.uk,27,Vale of Glamorgan Council Adults and Children's Services,6,,3,Marijke Jenkins,,English,2018-11-15,SIN-00009146-BDYV,51.417623,-3.265259
Valebrook Care Home,Care Home Service,Adults Without Nursing,95 Coldbrook Road East,,Barry,CF63 1NG,Vale of Glamorgan,01446738282,valebrookcarehomes@hotmail.com,3,Valebrook Care Homes Ltd,4,05556806,2,Ashley Moore,,English,2018-08-16,SIN-00009023-FCFW,51.418102,-3.247497
59 Beechley Road,Care Home Service,Adults Without Nursing,Abbeyfield Society,59 Beechley Road,Wrexham,LL13 7AU,Wrexham,03309121680,enquiries@fairparkcare.com,7,Fairpark Care Limited,2,13144251,2,Ryan Sandick,,English,2023-01-17,SIN-00014217-NVDS,53.039501,-2.98883
Arrow House,Care Home Service,Adults Without Nursing,27 Talbot Road,,Wrexham,LL13 7DY,Wrexham,01978261835,rachael.hawkins@achievetogether.co.uk,3,OA2 ADULTS LIMITED,5,04228353,4,Rachael Hawkins,,English,2024-09-13,SIN-00014988-TSXS,53.040682,-2.994913
Dolywern,Care Home Service,Adults With Nursing,Leonard Cheshire,Dolywern Pontfadog,Llangollen,LL20 7AF,Wrexham,01691437002,hashimniaz@icloud.com,31,Hayes Healthcare Limited,2,09951124,1,Hashim Niaz,,,2019-05-24,SIN-00015042-FPXM,52.926539,-3.159543
Emral House Nursing Home,Care Home Service,Adults With Nursing,Emral House Nursing Home,11 Chester Road,Wrexham,LL11 2SA,Wrexham,01978361442,richard@emralhouse.co.uk,45,Pinefold Limited,1,02056742,1,Richard Nicholas,,English,2018-07-17,SIN-00008681-VDYX,53.05149,-2.991373
Hayes Healthcare Limited (Trading as Conifers Care Home),Care Home Service,Adults Without Nursing,Stryt Las,Ruabon,Wrexham,LL14 6RB,Wrexham,01978447470,saqibhashim@hotmail.com,27,Hayes Healthcare Limited,2,09951124,2,Hashim Niaz,,English,2019-05-24,SIN-00009019-DPKJ,53.003461,-3.047659
Hollybank Care Home Ltd,Care Home Service,Adults Without Nursing,121 Saxon Street,,Wrexham,LL13 7BB,Wrexham,01978350035,sarah.evans@hollybankwrexham.co.uk,21,HOLLYBANK CARE HOME LTD,1,08744773,1,Janet Bailey,,English,2018-09-04,SIN-00009124-QDLP,53.038954,-2.988654
Hullah Farm,Care Home Service,Adults Without Nursing,Hullah Farm,Cefn Road Abenbury,Wrexham,LL13 9TT,Wrexham,03309121680,ryansandick@fairparkcare.com,10,Fairpark Care Limited,2,13144251,1,Ryan Sandick,,English,2023-01-17,SIN-00013477-NGHW,53.045026,-2.964106
Lindan House Care Home Ltd,Care Home Service,Adults Without Nursing,Lindan House Residential Home,Percy Road,Wrexham,LL13 7EA,Wrexham,01978361883,sandramatthias@lindanhousewrexham.co.uk,21,LINDAN HOUSE LTD,1,08744391,1,Janet Bailey,,English,2018-09-03,SIN-00009537-WMTF,53.040073,-2.993557
Meifod & Vicarage Court,Care Home Service,Adults Without Nursing,Gardden Road,,Wrexham,LL14 2EN,Wrexham,01978447580,meifodmanager@hotmail.com,46,Llewelyn Healthcare Group ltd,1,11628071,1,Nazmeen Arif,,English,2019-10-10,SIN-00011320-WHGX,53.008737,-3.049785
Park View,Care Home Service,Adults Without Nursing,Park View,Wheatsheaf Lane,Wrexham,LL11 4DU,Wrexham,01978722417,wendy.bailey@wrexham.gov.uk,5,Wrexham County Borough Council Adults and Children's Services,2,,5,Louise Davies-Rae,,English,2019-02-13,SIN-00009380-DXNL,53.071473,-3.021191
Parkfield House Residential Home,Care Home Service,Adults Without Nursing,24 Salisbury Road,,Wrexham,LL13 7AS,Wrexham,01978541850,saanniemedical123@gmail.com,4,PARKFIELD HOUSE RESIDENTIAL HOME LTD,1,15369542,1,Andrew Saidu,,English,2024-09-27,SIN-00014676-LGJW,53.040835,-2.992694
Plas Bod Llwyd,Care Home Service,Adults With Nursing,Plas Bod Llwyd Care Home,Cae Gwilym Road Newbridge,Wrexham,LL14 3JG,Wrexham,01978810396,info@plasbod.co.uk,29,Baur Care Limited,1,09017622,1,Nadarajah Pragashparan,,English,2023-11-23,SIN-00013452-PLLS,52.965695,-3.067903
Rhosyn Melyn,Care Home Service,Adults With Nursing,Plas Rhosnesni Nursing Home,Cefn Road,Wrexham,LL13 9NH,Wrexham,01978364557,rhosynmelyn@hartfordcare.co.uk,66,Plas Rhosnesni ltd,1,12941334,1,Nicola Barnes,,English,2021-12-06,SIN-00012728-LWKD,53.052804,-2.968248
Stansty House Care home,Care Home Service,Adults With Nursing,Stansty House Nursing Home,34 Stansty Road,Wrexham,LL11 2BU,Wrexham,01978 290 373,manager.stanstyhouse@fairways.org.uk,73,Fairways Care Ltd,6,03538836,1,Paul Nicholls,,English,2018-12-27,SIN-00014530-MJTP,53.058306,-3.005063
The Beeches,Care Home Service,Adults Without Nursing,Doridale Ltd,The Beeches,Wrexham,LL13 7BG,Wrexham,01978352100,carol@doridale.co.uk,12,Doridale  Ltd,1,02452588,1,Generosa Derosa,,English,2018-06-06,SIN-00008754-LXGS,53.0381,-2.988664
Ty Brian,Care Home Service,Adults Without Nursing,Ty Brian,Salop Road,Wrexham,LL13 7AF,Wrexham,01978357613,bethan@summit-care-services.com,6,Summit Care Services Ltd.,1,08100497,1,Bethan Roberts,,English,2019-05-03,SIN-00010496-WNFF,53.041666,-2.990133
