Service name,Service type,Sub-type,Address line 1,Address line 2,Town,Postcode,Local authority,Phone,Email,Registered places,Operator (Provider),Operator's total sites,Company number,CIW approved services (provider),Responsible individual,Registered manager,Operating language,Provider registered,CIW service URN,Latitude,Longitude
Ty Gwernen,Care Home Service,Adults Without Nursing,Ty-gwernen,Sunnyview,Blackwood,NP12 0AL,Caerphilly,01495226492,matthewsteresa48@gmail.com,7,Enable Care Services (South Wales) Ltd,3,04376294,3,Alison Cooling,,English,2018-07-31,SIN-00008936-YJWR,51.69064,-3.191883
Ty Parc,Care Home Service,Adults Without Nursing,Ty Parc,Cardiff Road,Bargoed,CF81 8NN,Caerphilly,01443838535,neil.edwards@parchouse.wales,12,Parc House Ltd,1,12857355,1,Neil Edwards,,English,2021-08-05,SIN-00012346-LNFB,51.68397,-3.230201
White Rose Care Home,Care Home Service,Adults Without Nursing,White Rose Care Centre,White Rose Way,New Tredegar,NP24 6DF,Caerphilly,01443837183,shah@banyancarehomes.net,32,BANYAN CARE HOMES LIMITED,1,12468110,1,Shahnawaz Seehootoorah,,English,2021-03-29,SIN-00011834-TNMC,51.716771,-3.237157
Woodland Lodge,Care Home Service,Adults Without Nursing,Woodland Lodge Residential Home,Warne Street Fleur De Lis,Blackwood,NP12 3RS,Caerphilly,01443830480,Clare@cartreficwtchltd.co.uk,4,Cartrefi Cwtch Ltd,2,13516275,1,Nichola Evans,,English,2022-05-04,SIN-00012975-DXDG,51.661941,-3.21714
3D care (Cardiff) Ltd,Domiciliary Support Service,,Alexandra Gate Business Centre Ltd,2 Alexandra Gate,Cardiff,CF24 2SA,Cardiff,02920894860,3dcarecardiff@gmail.com,0,3D Care (Cardiff) Ltd,1,05434260,1,Deborah Wells,,English,2018-05-24,SIN-00008598-QCWC,51.491735,-3.134529
52 Narberth Road,Care Home Service,Adults Without Nursing,52 Narberth Road,,Cardiff,CF5 5EY,Cardiff,02920 202 509,simon@pilipalacare.co.uk,6,Pilipala Care Ltd,1,13666015,1,Simon Clarke,,English,2022-07-18,SIN-00013047-CVVQ,51.477486,-3.242391
61 Clive Street,Care Home Service,Adults Without Nursing,61 Clive Street,,Cardiff,CF11 7HL,Cardiff,02920228143,grangelodgeltd@outlook.com,6,Grangelodge Residential Home Ltd,2,08696567,1,Ibrahim Yahia,,English,2018-11-08,SIN-00009225-GJMF,51.466213,-3.187364
Accomplish Supported Living Cwm Taf Moragnnwg,Domiciliary Support Service,,Cbtc 2,Capital Business Park,Cardiff,CF3 2PX,Cardiff,02920 837 470,info.recoverycare@accomplish-group.co.uk,0,Accomplish group ltd,45,02147328,45,Zoe Grainger,,English,2018-07-25,SIN-00016214-WJCK,51.501893,-3.114165
Azalea Care and Education,Domiciliary Support Service,,Quest House,St. Mellons Business Park Fortran Road,Cardiff,CF3 0EY,Cardiff,02922 521901,tom@azaleacareandeducation.co.uk,0,Azalea Care and Education Ltd,1,14196334,1,Thomas Gledhill,,English,2024-04-30,SIN-00014507-PPWS,51.527712,-3.083167
BBC Care Services Limited,Domiciliary Support Service,,4 & 5,Tyndall Street,Cardiff,CF10 4BZ,Cardiff,02922 947740,info_wales@bbccareservices.com,0,BBC Care Service Limited,1,11811163,1,Rhian Adams,,English,2025-12-09,SIN-00015950-TZVS,51.477137,-3.169663
Belle Vue Care Home,Care Home Service,Adults Without Nursing,Belle Vue Care Home,207-211,Cardiff,CF24 1AJ,Cardiff,07932949300,danicocarenewportltd@gmail.com,39,DANICO CARE (NEW PORT) LTD,1,16912539,1,Samir Pyakuryal,,English,2026-04-01,SIN-00016120-TMSL,51.489753,-3.157829
Belle Vue South Wales Ltd,Care Home Service,Adults Without Nursing,Belle Vue Care Home,207-211 Newport Road,Cardiff,CF24 1AJ,Cardiff,02920484773,bellevue211@hotmail.com,39,BELLE VUE SOUTH WALES LTD,1,04656694,1,Abha Narayan,,English,2019-02-05,SIN-00009756-VPDN,51.489753,-3.157829
Bluestones Medical Complex Care Limited,Domiciliary Support Service,,"First Floor, Right Wing",Building 2,Cardiff,CF3 5EA,Cardiff,01244445072,complexcareteam@bluestonesmedicalcomplexcare.co.uk,0,Bluestones Medical Complex Care Limited,2,11207881,8,Patricia Stratford,,,2022-06-16,SIN-00013006-BQRL,51.530471,-3.106343
Care Cymru Cardiff,Domiciliary Support Service,,2nd Floor Pro-copy Business Centre,Parc Ty Glas Llanishen,Cardiff,CF14 5DU,Cardiff,02920484239,cardiff.managers@carecymru.com,0,Care Cymru Services Ltd,5,04559246,4,Nicola Jayne,,English,2019-07-18,SIN-00011105-QGNR,51.525444,-3.192725
Care Managers Gwent,Domiciliary Support Service,,Care Managers Gwent,Regus House,Cardiff,CF23 8RU,Cardiff,03335330143,hello@caremanagers.co.uk,0,Care Managers Ltd,2,12353630,1,Emmanuel Alli,,English,2024-04-10,SIN-00014076-XQHY,51.53978,-3.132438
Cariad Care Group Ltd,Domiciliary Support Service,,Cariad Care Group Ltd,8 Castleton Court,Cardiff,CF3 0LT,Cardiff,02921052081,sarah@cariadcaregroup.com,0,Cariad Care Group LTD,2,13943826,1,Gillian Caseres,,English,2022-11-02,SIN-00015664-KNGQ,51.52884,-3.0807
Cheerful Elegant Healthcare - West Glamorgan,Domiciliary Support Service,,2nd Floor,Global Link,Cardiff,CF11 0SN,Cardiff,02921321063,cehealthcare@outlook.com,0,Cheerful Elegant Healthcare Ltd,4,09009676,2,Abdul Mohammed,,English,2018-08-02,SIN-00015098-FTSJ,51.452005,-3.186607
Cheerful Elegant Healthcare Gwent,Domiciliary Support Service,,2nd Floor,Global Reach,Cardiff,CF11 0SN,Cardiff,02921321063,cehealthcare@outlook.com,0,Cheerful Elegant Healthcare Ltd,4,09009676,1,Abdul Mohammed,,English,2018-08-02,SIN-00014994-YRLD,51.452005,-3.186607
Collens (Southern) Domiciliary Support Service,Domiciliary Support Service,,2 Alexandra Gate,Ffordd Pengam,Cardiff,CF24 2SA,Cardiff,07935785610,info@collenshealthcare.co.uk,0,Collens Healthcare (Southern) CYF,2,15450541,1,Gloria Ncube,,English,2024-09-10,SIN-00014623-VWSX,51.491735,-3.134529
Collens (Southern) Domiciliary Support Service,Domiciliary Support Service,,2,Alexandra Gate,Cardiff,CF24 2SA,Cardiff,07935785610,info@collenshealthcaresouthern.co.uk,0,Collens Healthcare (Southern) CYF,2,15450541,2,Gloria Ncube,,English,2024-09-10,SIN-00015146-NJVR,51.491735,-3.134529
Cwtch Mawr,Care Home Service,Adults Without Nursing,87 Ty Fry Road,Rumney,Cardiff,CF3 3NS,Cardiff,02920029922,enquiries@orbis-group.co.uk,2,Orbis Education and Care Limited,8,05521347,8,Olubunmi Fabusuyi,,English,2018-07-24,SIN-00014812-TTBT,51.509525,-3.124741
Danybryn,Care Home Service,Adults With Nursing,Danybryn Home,Heol Isaf Radyr,Cardiff,CF15 8AJ,Cardiff,02920842237,danybryn.manager@shaw.co.uk,31,Shaw healthcare (Cambria) Limited,20,06281153,18,Liam Scanlon,,,2019-04-01,SIN-00014759-MJDC,51.518755,-3.256342
Derive Domiciliary Care Cardiff,Domiciliary Support Service,,67a,Whitchurch Road,Cardiff,CF14 3JP,Cardiff,02922971281,manager@derivecare.co.uk,0,Derive Care Ltd,2,13819399,1,Tanya Nesling,,English,2023-12-18,SIN-00015663-NKHC,51.502835,-3.191269
Domiciliary care,Domiciliary Support Service,,Portland House,113-116,Cardiff,CF10 5EQ,Cardiff,07940571091,accesscare24@gmail.com,0,Access care 24 Ltd,1,14463755,1,Jacky Beya,,English,2024-01-17,SIN-00014199-CNMR,51.465434,-3.166484
DRS Home Care,Domiciliary Support Service,,Unit 5a,Ty-nant Court,Cardiff,CF15 8LW,Cardiff,07587008580,info@digitalrecruitmentandstaffing.com,0,Digital Recruitment and Staffing Ltd,1,14583974,1,Mohammad Abdoolla,,English,2025-03-07,SIN-00014586-BJPK,51.531904,-3.257771
Exceed Homecare Cardiff and Vale,Domiciliary Support Service,,64 The Maltings,Pontprennau,Cardiff,CF23 8EQ,Cardiff,02921690465,admin@exceedhomecare.uk,0,EXCEED HOMECARE LTD,1,15328628,1,Loveness Chikopela,,English,2024-07-23,SIN-00014655-TPNP,51.531024,-3.144301
Expertise Homecare (Cwm Taf),Domiciliary Support Service,,Quest House,St Mellons Business Park,Cardiff,CF3 0EY,Cardiff,02922971088,infowales@expertisehomecare.co.uk,0,Axton Care Limited,1,15817721,1,Katie Busko,,,2026-03-13,SIN-00016145-XFPB,51.527712,-3.083167
Focus Care and Cleaning Ltd,Domiciliary Support Service,,Focus Care And Cleaning Ltd,2 Alexandra Gate,Cardiff,CF24 2SA,Cardiff,02920894844,info@focuscareltd.co.uk,0,Focus Care and Cleaning Ltd,1,12502183,1,Challote JABOSUNG,,English,2021-12-13,SIN-00012544-CQMM,51.491735,-3.134529
Glain House,Care Home Service,Adults With Nursing,Glain House,77-85 Newport Road,Cardiff,CF24 0AE,Cardiff,02920487488,heretohelp@carongroup.wales,72,Glain House Ltd,1,12474219,1,Raam Joshi,,English,2021-08-09,SIN-00012416-XNRB,51.485914,-3.163305
Golden Link Care Services Limited,Domiciliary Support Service,,2 Alexandra Gate,Ffordd Pengam,Cardiff,CF24 2SA,Cardiff,02920894848,info@goldenlinkcare.com,0,GOLDEN LINK CARE SERVICES LIMITED,1,08601648,1,Karren Makanda,,English,2024-11-15,SIN-00014864-WCXP,51.491735,-3.134529
Gozian Healthcare Ltd,Domiciliary Support Service,,Alexandra Gate Business Centre Ltd,2 Alexandra Gate,Cardiff,CF24 2SA,Cardiff,03330904534,gozianhealthcare@gmail.com,0,Gozian healthcare LTD,2,13958004,2,Promise Alioha,,English,2022-08-10,SIN-00016185-DFCG,51.491735,-3.134529
Grangelodge Residential Home Ltd,Care Home Service,Adults Without Nursing,Grange Lodge Residential Home Ltd,49-57 Clive Street,Cardiff,CF11 7HL,Cardiff,02920235414,grangelodgeltd@outlook.com,32,Grangelodge Residential Home Ltd,2,08696567,2,Ibrahim Yahia,,English,2018-11-08,SIN-00009226-FVQK,51.466213,-3.187364
Haven House Residential Care Home,Care Home Service,Adults Without Nursing,2 Pentre Street,,Cardiff,CF11 6QX,Cardiff,02920253176,info@crscare.com,15,CRS CARE LIMITED,2,08344282,2,Nathan Gahan,,English,2018-08-08,SIN-00009017-SSXS,51.471442,-3.185182
Havesters Care Ltd,Domiciliary Support Service,,Havesters Care Ltd,2 Alexandra Gate,Cardiff,CF24 2SA,Cardiff,07588516490,lorna@havesterscareltd.co.uk,0,Havesters care ltd,1,11464481,1,Lorna Chivandire,,English,2024-10-17,SIN-00014170-XFNR,51.491735,-3.134529
Hillcroft Residential Care Home,Care Home Service,Adults Without Nursing,Hillcroft Residential Home,9-11,Cardiff,CF5 2AJ,Cardiff,02920563669,hillcroft@farringtoncare.com,25,Hillcroft Residential Care Home Limited,1,FC041177,1,Paren Nathwani,,English,2024-03-31,SIN-00014504-FGCT,51.491183,-3.214689
Hippo Health Care,Domiciliary Support Service,,Alexandra Gate Business Centre Ltd,2 Alexandra Gate,Cardiff,CF24 2SA,Cardiff,02920894811,info@hippohealth.uk,0,Hippo Health Care Ltd,2,12382602,1,Kundai Chuma,,English,2020-08-27,SIN-00013584-YNCC,51.491735,-3.134529
ISS Healthcare Ltd,Domiciliary Support Service,,Pembroke House,Springmeadow Road,Cardiff,CF3 2ES,Cardiff,02920779443,cardiff@isshealthcare.co.uk,0,ISS Healthcare Ltd,1,05762103,1,Nadia Klaaste,,English,2019-05-15,SIN-00010860-CMYK,51.502247,-3.117631
Joma Healthcare Limited,Domiciliary Support Service,,2 Alexandra Gate,Ffordd Pengam,Cardiff,CF24 2SA,Cardiff,07904344022,jomahealthcare@gmail.com,0,Joma Healthcare Limited,1,15935386,1,Eveline Dick,,,2025-11-18,SIN-00015602-SJRY,51.491735,-3.134529
KARM CARE LIMITED,Domiciliary Support Service,,Karm Care Limited,113-116,Cardiff,CF10 5EQ,Cardiff,07735737237,info@karm-care.co.uk,0,Karm Care Limited,1,14344820,1,Aliu Adegbenro,,English,2025-10-03,SIN-00015746-XVWL,51.465434,-3.166484
Lenpat Limited,Domiciliary Support Service,,14 Museum Place,,Cardiff,CF10 3BH,Cardiff,02921320540,wecare@lenpatlimited.co.uk,0,Lenpat Limited,1,10240043,1,Margaret-Mary Arakpogun,,English,2021-09-27,SIN-00012456-CCWC,51.486541,-3.175261
Lewis Martin Court,Care Home Service,Adults With Nursing,Unit 3 Lewis Martin Court,Clos Parc Morgannwg,Cardiff,CF11 8AW,Cardiff,02920232203,sarah.davies@salutemcare.com,17,Salutem LD BidCo IV Limited,1,10988939,2,Ann Holt,,English,2019-09-06,SIN-00009649-PPVH,51.471796,-3.200727
Lifelink2 Healthcare Ltd,Domiciliary Support Service,,14 Museum Place,,Cardiff,CF10 3BH,Cardiff,07463395955,amanda@Lifelink2Healthcareltd.co.uk,0,Lifelink2 healthcare LTD,1,14747625,1,Amanda Mdhlongwa,,English,2024-01-03,SIN-00014268-DBKX,51.486541,-3.175261
Llys Cyncoed,Care Home Service,Adults Without Nursing,127 Cyncoed Road,,Cardiff,CF23 6AF,Cardiff,02920 684800,enquiries@careuk.com,99,Care UK Care Services Limited and WELL Cardiff OPCO Limited,2,02571516 and 05550888,1,Rachel Harvey,,,2025-04-23,SIN-00015171-XGRW,51.511763,-3.165376
Llys Herbert,Care Home Service,Adults Without Nursing,Ty-draw Road,Lisvane,Cardiff,CF14 0AW,Cardiff,03300 583247,enquiries@careuk.com,75,Care UK Care Services Limited and WELL Cardiff OPCO Limited,2,02571516 and 05550888,2,Rachel Harvey,,,2025-04-23,SIN-00015172-NVVJ,51.532093,-3.159091
Mighty Health Care Limited,Domiciliary Support Service,,Mighty Health Care Limited,Canton House 435-451,Cardiff,CF5 1JH,Cardiff,02922414292,MIGHTYHEALTHCARE2019@GMAIL.COM,0,Mighty Health Care Limited,2,12404266,2,Samalie Kassa,,English,2021-05-13,SIN-00013834-RXQQ,51.482386,-3.211518
Mill House Residential Care Home,Care Home Service,Adults Without Nursing,27 Pentre Street,,Cardiff,CF11 6QX,Cardiff,02920253176,info@crscare.com,4,CRS CARE LIMITED,2,08344282,1,Nathan Gahan,,English,2018-08-08,SIN-00012605-GQRM,51.471442,-3.185182
Mirus Supported Living and Community Support Services - West Wales,Domiciliary Support Service,,Mirus Wales,Unit 5 Cleeve House,Cardiff,CF14 5GP,Cardiff,02920236216,Nicholaj@mirus-wales.org.uk,0,Mirus Wales,8,01966665,1,Nichola Jones,,,2018-12-18,SIN-00015000-TFLP,51.522619,-3.189336
Newcross Healthcare Solutions Limited (Wales Complex Care - Cardiff & Vale),Domiciliary Support Service,,"Suite 9a, Quest House",St Mellons Business Park,Cardiff,CF3 0EY,Cardiff,03300545592,walescc@newcrosshealthcare.com,0,Newcross Healthcare Solutions Limited,6,03184321,4,Michelle Lugtigheid,,English,2021-01-15,SIN-00012144-KGMJ,51.527712,-3.083167
Newcross Healthcare Solutions Limited (Wales Complex Care - Cwm Taff),Domiciliary Support Service,,"Suite 9a, Quest House",St Mellons Business Park,Cardiff,CF3 0EY,Cardiff,03300545592,walescc@newcrosshealthcare.com,0,Newcross Healthcare Solutions Limited,6,03184321,2,Michelle Lugtigheid,,English,2021-01-15,SIN-00012520-LCQQ,51.527712,-3.083167
Newcross Healthcare Solutions Limited (Wales Complex Care - Gwent),Domiciliary Support Service,,"Suite 9a, Quest House",St Mellons Business Park,Cardiff,CF3 0EY,Cardiff,03300545592,walescc@newcrosshealthcare.com,0,Newcross Healthcare Solutions Limited,6,03184321,5,Michelle Lugtigheid,,English,2021-01-15,SIN-00012146-YJCW,51.527712,-3.083167
Newcross Healthcare Solutions Limited (Wales Complex Care - Powys),Domiciliary Support Service,,"Suite 9a, Quest House",St Mellons Business Park,Cardiff,CF3 0EY,Cardiff,03300545592,walescc@newcrosshealthcare.com,0,Newcross Healthcare Solutions Limited,6,03184321,1,Michelle Lugtigheid,,English,2021-01-15,SIN-00012518-MYVD,51.527712,-3.083167
Newcross Healthcare Solutions Limited (Wales Complex Care - West Wales),Domiciliary Support Service,,"Suite 9a, Quest House",St Mellons Business Park,Cardiff,CF3 0EY,Cardiff,03300545592,walescc@newcrosshealthcare.com,0,Newcross Healthcare Solutions Limited,6,03184321,6,Michelle Lugtigheid,,English,2021-01-15,SIN-00012527-VVVP,51.527712,-3.083167
Newcross Healthcare Solutions Limited (Wales Complex Care - Western Bay),Domiciliary Support Service,,"Suite 9a, Quest House",St Mellons Business Park,Cardiff,CF3 0EY,Cardiff,03300545592,walescc@newcrosshealthcare.com,0,Newcross Healthcare Solutions Limited,6,03184321,3,Michelle Lugtigheid,,English,2021-01-15,SIN-00012521-SFLP,51.527712,-3.083167
Oak House Care Home,Care Home Service,Adults Without Nursing,Oak House Residential Home,43-47,Cardiff,CF5 1FJ,Cardiff,02920377778,care@oakhousecare.co.uk,32,Oak House Care Limited,1,06790502,1,Rita Patel,,English,2018-09-19,SIN-00009206-QFGC,51.485136,-3.20822
Pagaqum Care Services,Domiciliary Support Service,,First Floor Offices,Dominion Business Centre,Cardiff,CF24 1PT,Cardiff,07903518928,pagaqum@gmail.com,0,PAGAQUM SERVICES LIMITED,2,06033085,2,Richard Otoo,,English,2019-05-24,SIN-00010790-MBCH,51.493331,-3.148858
Pagaqum Services Limited (North Wales),Domiciliary Support Service,,First Floor Offices,Dominion House Dominion Business Centre,Cardiff,CF24 1PT,Cardiff,02921154581,pagaqum@gmail.com,0,PAGAQUM SERVICES LIMITED,2,06033085,1,Richard Otoo,,English,2019-05-24,SIN-00014520-DXVR,51.493331,-3.148858
Phillips1924 Homecare Service Ltd,Domiciliary Support Service,,Office 224,Temple Court,"Cardiff,",CF11 9HA,Cardiff,02920786425,info@phillips1924homecareservicesltd.co.uk,0,Phillips1924 Homecare Services Ltd,1,12503861,1,Helen Howson,,English,2026-02-27,SIN-00015991-DYCX,51.482459,-3.190364
Pineshield Aneurin Bevan,Domiciliary Support Service,,"Suite B, Sherborne House",Rear Of 378,Cardiff,CF23 6SA,Cardiff,02920 236969,info@pineshield.co.uk,0,Pineshield Management Limited,3,04400738,2,James Dwyer,,English,2019-01-16,SIN-00014184-BVGH,51.526058,-3.166448
Pineshield Cwm Taf Morgannwg,Domiciliary Support Service,,"Suite B, Sherborne House",Rear Of 378,Cardiff,CF23 6SA,Cardiff,02920 236969,info@pineshield.co.uk,0,Pineshield Management Limited,3,04400738,1,James Dwyer,,English,2019-01-16,SIN-00014183-TDMS,51.526058,-3.166448
PONTCANNA HOUSE,Care Home Service,Adults Without Nursing,Pontcanna House Residential Care Home,128-132,Cardiff,CF11 9PW,Cardiff,07932949300,info@danicocare.co.uk,27,DANICO CARE LTD,1,14161447,1,Samir Pyakuryal,,English,2025-09-05,SIN-00015705-WHSB,51.486672,-3.205712
Prime Care Services Ltd (Cardiff and the Vale),Domiciliary Support Service,,Prime Care Services,"Unit A, First Floor, Fulmar House",Cardiff,CF24 5HF,Cardiff,02921320880,info@prime-care.co.uk,0,Prime Care Services Ltd,2,11935867,1,Sheraz Ahmed,,English,2019-10-11,SIN-00011302-HVSC,51.475435,-3.158201
Prime Care Services Ltd (Gwent),Domiciliary Support Service,,Prime Care Services,"Unit A, First Floor, Fulmar House",Cardiff,CF24 5HF,Cardiff,02921320880,info@prime-care.co.uk,0,Prime Care Services Ltd,2,11935867,2,Sheraz Ahmed,,English,2019-10-11,SIN-00011303-DLNT,51.475435,-3.158201
ProCare Domiciliary Care Services (Cardiff & The Vale),Domiciliary Support Service,,Procare Nursing Agency,Unit 2 Deryn Court,Cardiff,CF23 7HA,Cardiff,02920540802,contactus@procare.wales,0,Procare Nursing Agency Ltd,1,03330099,1,Angela Smith,,English,2019-05-02,SIN-00010937-YVFR,51.530237,-3.141975
Raphealshizan Limited,Domiciliary Support Service,,Alexandra Gate Business Centre Ltd,2 Alexandra Gate,Cardiff,CF24 2SA,Cardiff,07467427683,info@raphealshizan.co.uk,0,Raphealshizan LTD,2,11566881,1,Abiodun Bankole,,English,2024-03-04,SIN-00014274-TTDF,51.491735,-3.134529
Rees House,Care Home Service,Adults Without Nursing,3 & 5 Timothy Rees Close,,Cardiff,CF5 2RH,Cardiff,02920400657,info@gofalcymrucare.com,6,Gofal Cymru Care Ltd,6,06551427,4,Laura Rees,,English,2018-12-07,SIN-00010962-NXYD,51.505512,-3.242578
Regal Care Services Ltd,Domiciliary Support Service,,Brunel House,2 Fitzalan Road,Cardiff,CF24 0EB,Cardiff,07460195009,pjali@regalcareservicesltd.co.uk,0,Regal Care Services Limited,1,12102440,1,Promise Jali,,English,2024-06-17,SIN-00014674-RCXY,51.482389,-3.169638
Romilly Nursing Home,Care Home Service,Adults With Nursing,Romilly Nursing Home,9 Romilly Road,Cardiff,CF5 1FH,Cardiff,02920231903,care@romillynursinghome.co.uk,73,Oakville Care Limited,1,04865826,1,Rita Patel,,English,2018-09-19,SIN-00009204-SFMS,51.485334,-3.206425
Safehaven South Wales Ltd,Domiciliary Support Service,,Unit 8 Ely Business Park,Argyle Way,Cardiff,CF5 5NJ,Cardiff,02921676949,admin@safehavensouthwales.co.uk,0,Safehaven South Wales Ltd,1,10713326,1,,,English,2018-08-02,SIN-00008724-QXPK,51.472816,-3.236735
Senior Care at Home Wales,Domiciliary Support Service,,Right At Home,Unit 7 Castleton Court,Cardiff,CF3 0LT,Cardiff,01513050770,enquiries@rightathome.co.uk,0,Senior Care At Home Limited,1,07064895,1,Simon Osborne,,English,2023-03-29,SIN-00013281-CXKN,51.52884,-3.0807
Seren Healthcare Solutions Limited,Domiciliary Support Service,,Alexandra Gate Business Centre Ltd,2 Alexandra Gate,Cardiff,CF24 2SA,Cardiff,01633526711,info@serenhealthcaresolutions.co.uk,0,Seren Healthcare Solutions Limited,2,12613839,2,Stellah Chinamo,,English,2020-10-30,SIN-00013240-CDXD,51.491735,-3.134529
SL Healthcare Agency,Domiciliary Support Service,,"15, Neptune Court",Vanguard Way,Cardiff,CF24 5PJ,Cardiff,02920 028732,infoslagency2020@gmail.com,0,SL Healthcare Agency Ltd,2,14342754,1,Seham Laksari,,English,2024-01-10,SIN-00014615-SJXH,51.474332,-3.153306
SL Healthcare Agency Ltd,Domiciliary Support Service,,"15, Neptune Court",Vanguard Way,Cardiff,CF24 5PJ,Cardiff,02920028732,infoslagency2020@gmail.com,0,SL Healthcare Agency Ltd,2,14342754,2,Seham Laksari,,English,2024-01-10,SIN-00014269-LFMW,51.474332,-3.153306
The Forge Care Centre,Care Home Service,Adults With Nursing,The Forge Care Centre,287 Cowbridge Road West,Cardiff,CF5 5TD,Cardiff,02920672000,forgecare@summerhillgroup.co.uk,76,Forge Care Homes Limited,1,06853531,1,David Baines,,English,2019-03-18,SIN-00009658-WPGM,51.475294,-3.249819
